CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
715319958,Attrited Customer,48,M,3,Uneducated,Married,$120K +,Blue,36,5,2,4,34516,787,33729,76%,1312,32,60%,2%
713303733,Existing Customer,53,M,1,Graduate,Married,$120K +,Blue,41,6,3,2,1612,744,868,64%,1564,33,50%,46%
709623483,Existing Customer,56,M,2,High School,Married,$120K +,Blue,41,4,1,3,18442,1470,16972,49%,1281,36,80%,8%
715898058,Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,36,5,1,3,11023,0,11023,54%,1656,41,37%,0%
711219333,Existing Customer,33,M,1,Post-Graduate,Married,$120K +,Blue,14,6,1,0,7571,2264,5307,70%,2273,49,49%,30%
779174133,Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,43,5,1,5,5188,753,4435,59%,1540,30,43%,15%
710496708,Existing Customer,41,M,2,College,Single,$120K +,Blue,32,6,3,2,5489,1513,3976,87%,4085,65,55%,28%
771051783,Existing Customer,53,M,3,High School,Married,$120K +,Blue,40,6,2,5,4182,741,3441,89%,1297,24,118%,18%
717225258,Existing Customer,35,M,2,Graduate,Single,$120K +,Blue,27,6,2,2,13655,1048,12607,51%,2383,59,60%,8%
744483633,Existing Customer,35,M,3,Graduate,Married,$120K +,Blue,28,4,3,2,14869,0,14869,162%,2753,48,109%,0%
710159658,Existing Customer,46,M,5,High School,Married,$120K +,Blue,32,5,2,2,34516,1024,33492,72%,2436,71,65%,3%
721218408,Existing Customer,53,M,4,High School,Married,$120K +,Blue,41,6,3,4,3401,1713,1688,77%,1924,54,32%,50%
719706483,Existing Customer,33,M,3,High School,Married,$120K +,Blue,20,6,3,2,27499,1188,26311,54%,2202,46,39%,4%
712206858,Existing Customer,39,M,3,Graduate,Married,$120K +,Blue,36,3,3,2,32964,2231,30733,173%,3094,45,165%,7%
713363583,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030,2326,2704,86%,3345,69,130%,46%
721502958,Existing Customer,54,M,1,High School,Married,$120K +,Blue,42,5,3,3,3251,1919,1332,56%,1406,31,24%,59%
710545158,Existing Customer,42,M,3,Unknown,Single,$120K +,Blue,36,6,3,2,15108,0,15108,102%,3738,68,74%,0%
709126833,Existing Customer,42,M,3,College,Unknown,$120K +,Blue,36,3,2,1,21670,2183,19487,100%,4121,81,76%,10%
715731033,Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,42,3,1,3,33996,949,33047,85%,3569,77,57%,3%
826130133,Existing Customer,58,M,2,Graduate,Married,$120K +,Blue,54,6,2,4,31680,1812,29868,48%,1121,25,56%,6%
714757908,Existing Customer,46,M,4,Graduate,Married,$120K +,Silver,36,4,1,3,34516,1380,33136,66%,2163,56,40%,4%
719336583,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,44,3,3,3,27745,1300,26445,48%,1525,21,50%,5%
709757583,Existing Customer,35,M,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176,1510,1666,89%,2074,48,92%,48%
789307833,Existing Customer,44,M,4,College,Unknown,$120K +,Blue,34,5,3,3,8874,1590,7284,70%,1849,56,65%,18%
818294958,Existing Customer,52,M,2,College,Married,$120K +,Blue,47,3,3,2,27347,719,26628,70%,4040,77,67%,3%
809984133,Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,32,3,3,5,32056,1887,30169,83%,2730,68,70%,6%
778148283,Existing Customer,48,M,2,Doctorate,Single,$120K +,Blue,41,5,2,1,20148,1084,19064,79%,3921,74,54%,5%
797468658,Existing Customer,53,M,3,High School,Married,$120K +,Blue,47,5,1,3,19081,2431,16650,37%,1536,31,48%,13%
714112383,Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,43,6,3,2,5882,2335,3547,58%,1380,30,67%,40%
789504183,Existing Customer,37,M,4,Graduate,Single,$120K +,Blue,28,3,3,4,34516,0,34516,57%,2574,62,77%,0%
713644758,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,36,6,2,3,8514,2013,6501,66%,4098,74,54%,24%
720323208,Existing Customer,43,M,2,Graduate,Married,$120K +,Silver,31,6,2,4,34516,2398,32118,92%,4976,88,69%,7%
714967233,Attrited Customer,52,M,2,Doctorate,Married,$120K +,Blue,34,3,2,3,11188,0,11188,66%,2109,47,62%,0%
767587833,Existing Customer,44,M,3,Unknown,Single,$120K +,Blue,37,3,1,5,3650,2512,1138,74%,4599,75,47%,69%
720409608,Existing Customer,45,M,3,High School,Married,$120K +,Blue,35,6,2,3,32446,1974,30472,62%,1717,39,70%,6%
769323183,Existing Customer,51,M,4,Uneducated,Single,$120K +,Blue,45,6,2,3,12101,2517,9584,73%,2086,44,76%,21%
719234883,Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,49,5,3,3,32676,2134,30542,80%,3990,88,76%,7%
807349158,Existing Customer,36,M,4,Doctorate,Divorced,$120K +,Blue,31,4,3,4,34516,1491,33025,93%,2243,60,94%,4%
710799783,Existing Customer,35,M,2,Unknown,Married,$120K +,Blue,36,4,3,4,15202,1779,13423,139%,3143,60,58%,12%
711835758,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,42,4,5,3,34516,2099,32417,45%,1756,35,25%,6%
709284333,Existing Customer,36,M,1,Uneducated,Divorced,$120K +,Blue,28,6,3,2,5260,1116,4144,66%,2546,62,88%,21%
801700233,Existing Customer,36,M,2,Graduate,Single,$120K +,Blue,28,4,3,0,3174,2462,712,77%,3140,74,72%,78%
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,36,6,1,5,34516,1323,33193,93%,3422,78,53%,4%
708849858,Existing Customer,44,M,3,Doctorate,Single,$120K +,Blue,35,4,1,5,14028,1435,12593,57%,3683,73,74%,10%
720084183,Existing Customer,46,M,3,Unknown,Divorced,$120K +,Blue,34,5,2,4,16284,0,16284,89%,3018,75,50%,0%
720897783,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,30,6,2,5,34516,2010,32506,59%,2776,59,74%,6%
823621083,Existing Customer,46,M,3,Graduate,Married,$120K +,Blue,42,3,3,4,9227,938,8289,74%,3948,74,72%,10%
715563558,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,40,3,3,2,7522,1057,6465,120%,2533,62,114%,14%
711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,34,4,1,2,34516,0,34516,99%,4143,68,66%,0%
755615208,Existing Customer,49,M,3,High School,Single,$120K +,Blue,42,5,3,2,12630,1822,10808,95%,4084,66,57%,14%
716682258,Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,36,4,3,5,31945,1591,30354,71%,3650,62,68%,5%
714179658,Existing Customer,43,M,3,High School,Single,$120K +,Blue,36,3,1,3,34516,0,34516,85%,1996,48,55%,0%
716363658,Existing Customer,51,M,2,Doctorate,Single,$120K +,Blue,36,4,2,5,25873,582,25291,77%,3920,84,65%,2%
779647608,Existing Customer,39,M,2,High School,Single,$120K +,Blue,22,5,2,2,26124,0,26124,74%,4199,92,59%,0%
709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,2,4,34516,891,33625,93%,2687,64,78%,3%
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,43,3,1,3,20114,0,20114,82%,4740,88,80%,0%
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,5,3,1,30137,1368,28769,72%,3522,74,90%,5%
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,20912,0,20912,73%,4172,84,79%,0%
825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,3,2,2,14699,1049,13650,53%,4890,64,56%,7%
715570533,Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,2,6,34516,0,34516,46%,1632,44,33%,0%
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20,3,2,2,34516,0,34516,53%,2686,59,79%,0%
713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087,0,17087,76%,3519,70,59%,0%
787581858,Existing Customer,46,M,2,Unknown,Unknown,$120K +,Blue,37,3,2,4,3132,1466,1666,69%,3612,59,60%,47%
711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948,1839,11109,111%,2481,42,68%,14%
816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,2,2,34516,1230,33286,72%,3260,63,110%,4%
787999533,Existing Customer,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617,2517,4100,46%,3595,68,66%,38%
718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097,2139,7958,141%,3092,67,76%,21%
788739633,Attrited Customer,38,M,1,Unknown,Married,$120K +,Blue,16,3,1,4,2106,238,1868,61%,2136,40,91%,11%
717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906,1132,21774,94%,3204,64,73%,5%
718963158,Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516,0,34516,76%,3230,64,56%,0%
806226933,Existing Customer,37,M,2,High School,Unknown,$120K +,Blue,32,6,1,1,34516,0,34516,93%,3660,59,111%,0%
718503108,Existing Customer,40,M,3,Unknown,Married,$120K +,Blue,26,3,3,1,14046,1994,12052,44%,3792,77,60%,14%
813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516,278,34238,82%,3029,49,40%,1%
811035483,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516,0,34516,52%,1641,35,59%,0%
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,13,6,3,2,4369,2049,2320,87%,3259,80,60%,47%
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,3,2,4,21144,1190,19954,50%,4895,66,78%,6%
720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952,0,3952,81%,2066,37,23%,0%
719801508,Existing Customer,36,M,1,Uneducated,Unknown,$120K +,Blue,23,6,3,3,20230,798,19432,59%,4314,82,71%,4%
808753758,Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,47,5,2,2,29695,1525,28170,53%,4109,71,61%,5%
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,34516,2517,31999,77%,4228,83,60%,7%
801385458,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596,2019,6577,68%,4017,80,60%,24%
780971583,Existing Customer,46,M,1,Graduate,Divorced,$120K +,Blue,30,6,2,2,2016,797,1219,111%,3772,62,88%,40%
771081558,Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,34516,1190,33326,83%,2862,78,73%,3%
709830783,Existing Customer,47,M,5,Unknown,Single,$120K +,Silver,36,5,2,2,34516,1686,32830,94%,4039,72,76%,5%
720313083,Existing Customer,32,M,1,Unknown,Single,$120K +,Blue,18,5,3,2,6276,2289,3987,64%,2637,68,39%,37%
717015333,Existing Customer,52,M,1,Unknown,Divorced,$120K +,Blue,41,6,1,2,2717,1953,764,81%,3974,70,56%,72%
827695683,Existing Customer,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516,1329,33187,57%,3906,77,51%,4%
708902883,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856,0,12856,51%,3364,61,56%,0%
718882008,Existing Customer,38,M,1,High School,Single,$120K +,Blue,27,6,2,2,22487,889,21598,53%,4960,73,46%,4%
779502333,Attrited Customer,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34516,0,34516,32%,1480,37,28%,0%
712000758,Existing Customer,51,M,4,Uneducated,Single,$120K +,Silver,39,5,2,1,34516,1959,32557,89%,3997,54,93%,6%
711679533,Existing Customer,54,M,2,Post-Graduate,Divorced,$120K +,Blue,43,3,2,2,5569,968,4601,95%,2600,60,71%,17%
772137183,Attrited Customer,52,M,2,Graduate,Single,$120K +,Blue,41,1,3,1,31668,810,30858,64%,1822,36,50%,3%
821768658,Attrited Customer,52,M,0,Unknown,Single,$120K +,Blue,48,4,5,5,13114,2247,10867,100%,2474,51,42%,17%
719341683,Existing Customer,42,M,2,Unknown,Married,$120K +,Blue,31,3,2,4,34516,1067,33449,49%,4281,72,64%,3%
779974758,Existing Customer,51,M,2,College,Single,$120K +,Blue,40,6,3,3,8706,868,7838,99%,3203,54,93%,10%
721523658,Existing Customer,46,M,5,High School,Unknown,$120K +,Blue,26,4,3,3,34516,772,33744,98%,3699,77,88%,2%
716636808,Existing Customer,39,M,3,Graduate,Single,$120K +,Blue,36,4,2,2,34516,0,34516,75%,3572,55,67%,0%
720075558,Existing Customer,50,M,4,College,Married,$120K +,Blue,36,6,1,4,7084,0,7084,89%,3838,66,74%,0%
720865383,Existing Customer,53,M,3,Graduate,Single,$120K +,Blue,45,4,3,1,3378,1852,1526,48%,4437,50,100%,55%
716425833,Attrited Customer,38,M,2,Graduate,Single,$120K +,Blue,36,5,2,1,34516,1229,33287,43%,1797,35,30%,4%
796791258,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,44,5,2,4,3104,1791,1313,105%,4006,76,81%,58%
717582558,Existing Customer,50,M,1,Graduate,Single,$120K +,Blue,40,4,2,3,34516,1185,33331,73%,3874,72,71%,3%
720301458,Existing Customer,52,M,1,High School,Single,$120K +,Blue,38,3,1,2,19709,1924,17785,47%,3000,64,64%,10%
716944983,Existing Customer,61,M,0,Uneducated,Married,$120K +,Blue,36,4,3,4,24172,2517,21655,42%,1658,27,50%,10%
815851233,Attrited Customer,52,M,3,High School,Single,$120K +,Blue,47,6,1,3,19032,0,19032,42%,1726,42,31%,0%
778282758,Existing Customer,55,M,2,College,Divorced,$120K +,Blue,45,6,2,1,26729,1052,25677,103%,4140,69,82%,4%
714216033,Existing Customer,51,M,3,Doctorate,Married,$120K +,Blue,42,4,1,2,11600,738,10862,69%,3488,80,78%,6%
710509758,Existing Customer,36,M,4,College,Single,$120K +,Blue,36,5,3,3,28200,765,27435,68%,2507,64,64%,3%
781117533,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,36,6,3,2,20968,0,20968,64%,2823,61,79%,0%
818336508,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,45,6,2,4,32719,1650,31069,72%,4037,60,71%,5%
709804533,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,34,3,1,3,17818,1451,16367,63%,3973,74,45%,8%
712076358,Existing Customer,46,M,3,High School,Single,$120K +,Blue,34,5,3,2,5155,868,4287,88%,3535,57,111%,17%
719816583,Attrited Customer,46,M,3,Doctorate,Married,$120K +,Blue,38,3,2,2,8989,552,8437,70%,2309,49,63%,6%
715491483,Existing Customer,44,M,2,Graduate,Divorced,$120K +,Blue,36,5,2,0,24016,0,24016,75%,3693,62,72%,0%
711080358,Existing Customer,55,M,1,Unknown,Unknown,$120K +,Blue,46,4,1,2,19849,2205,17644,80%,3657,66,74%,11%
789893808,Existing Customer,52,M,3,Graduate,Divorced,$120K +,Silver,42,6,2,3,34516,1230,33286,61%,2100,38,41%,4%
713617608,Existing Customer,43,M,3,Unknown,Married,$120K +,Silver,33,5,2,3,34516,1844,32672,105%,4217,79,80%,5%
715098333,Existing Customer,52,M,2,High School,Single,$120K +,Blue,43,3,2,3,34516,761,33755,92%,4313,82,55%,2%
713764458,Existing Customer,53,M,2,Graduate,Single,$120K +,Blue,36,5,2,3,10620,2090,8530,88%,3453,68,84%,20%
771246708,Existing Customer,40,M,5,Graduate,Unknown,$120K +,Blue,27,5,2,3,31954,2297,29657,52%,4371,82,64%,7%
710058033,Existing Customer,51,M,0,Uneducated,Divorced,$120K +,Blue,41,4,1,0,23898,0,23898,49%,3781,66,61%,0%
713111883,Existing Customer,51,M,1,Unknown,Married,$120K +,Blue,31,5,1,2,25837,1812,24025,69%,3783,70,75%,7%
712085733,Existing Customer,45,M,4,Graduate,Married,$120K +,Blue,36,5,2,3,34516,880,33636,69%,3491,64,46%,3%
711012783,Attrited Customer,43,M,4,Graduate,Single,$120K +,Blue,36,1,3,4,33384,0,33384,63%,2066,46,77%,0%
718735908,Attrited Customer,47,M,4,Graduate,Single,$120K +,Blue,35,3,4,3,7015,0,7015,46%,1799,51,65%,0%
789339633,Existing Customer,51,M,2,Uneducated,Divorced,$120K +,Blue,41,4,2,3,30560,0,30560,72%,3736,55,72%,0%
713265858,Existing Customer,44,M,3,Graduate,Married,$120K +,Blue,32,4,2,2,34516,1344,33172,52%,4795,92,67%,4%
811013658,Existing Customer,41,M,2,High School,Married,$120K +,Blue,36,4,3,2,10816,871,9945,61%,3221,68,58%,8%
714169083,Existing Customer,48,M,4,Post-Graduate,Single,$120K +,Blue,38,5,2,0,34516,1639,32877,69%,4959,74,81%,5%
716630508,Existing Customer,58,M,3,High School,Married,$120K +,Blue,50,6,2,4,12698,2361,10337,80%,4425,75,63%,19%
800164083,Existing Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,47,4,2,2,20783,1257,19526,72%,3819,76,62%,6%
710984133,Existing Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,5,3,4,27876,557,27319,77%,4654,88,66%,2%
715165758,Existing Customer,44,M,3,Post-Graduate,Married,$120K +,Blue,35,3,4,1,27391,587,26804,82%,2862,56,124%,2%
718220358,Attrited Customer,58,M,1,Graduate,Single,$120K +,Blue,36,2,3,4,28618,0,28618,69%,1712,41,41%,0%
712656783,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36,3,4,3,8136,2517,5619,67%,2179,40,43%,31%
717483558,Existing Customer,42,M,3,High School,Married,$120K +,Blue,36,3,1,2,19156,1353,17803,141%,3547,61,65%,7%
780168333,Existing Customer,39,M,4,Graduate,Married,$120K +,Blue,28,3,2,3,26548,1829,24719,69%,3450,83,102%,7%
720598308,Attrited Customer,47,M,4,Uneducated,Single,$120K +,Blue,37,3,2,6,34516,1126,33390,58%,1736,35,40%,3%
720093333,Existing Customer,41,M,3,Post-Graduate,Divorced,$120K +,Blue,29,6,1,3,3491,2506,985,87%,4855,79,58%,72%
806824908,Existing Customer,45,M,2,Unknown,Married,$120K +,Blue,40,4,4,4,16476,1374,15102,46%,4717,71,69%,8%
716654808,Attrited Customer,48,M,4,High School,Single,$120K +,Blue,39,3,4,4,24593,0,24593,78%,2084,31,55%,0%
716390958,Attrited Customer,45,M,4,Unknown,Married,$120K +,Blue,31,1,4,3,26107,0,26107,55%,1697,47,42%,0%
721388283,Existing Customer,54,M,2,Post-Graduate,Single,$120K +,Blue,45,3,1,4,5597,0,5597,60%,4844,58,87%,0%
721387008,Existing Customer,42,M,4,Graduate,Married,$120K +,Blue,24,3,2,3,3103,1783,1320,48%,4792,69,64%,58%
719998233,Existing Customer,40,M,3,Unknown,Married,$120K +,Silver,30,6,3,2,34516,964,33552,52%,2922,71,78%,3%
780068283,Existing Customer,53,M,1,Graduate,Single,$120K +,Blue,38,4,3,3,1891,922,969,81%,3822,69,53%,49%
719930658,Existing Customer,40,M,4,Uneducated,Married,$120K +,Blue,24,4,2,2,16634,1946,14688,93%,3455,72,100%,12%
770938533,Existing Customer,45,M,1,College,Unknown,$120K +,Blue,32,3,1,3,3304,1370,1934,95%,3914,70,67%,42%
785529708,Existing Customer,59,M,1,Graduate,Single,$120K +,Blue,53,6,2,2,34516,0,34516,71%,4333,70,63%,0%
803796708,Attrited Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,46,2,4,4,13354,0,13354,2%,1097,28,8%,0%
717368208,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36,6,2,4,26723,0,26723,72%,2138,43,59%,0%
711916533,Existing Customer,57,M,2,Unknown,Single,$120K +,Blue,44,5,1,2,5612,1884,3728,77%,4734,83,89%,34%
719491233,Existing Customer,55,M,1,College,Single,$120K +,Blue,42,6,2,3,3515,2517,998,105%,4313,72,80%,72%
789520533,Existing Customer,52,M,2,Uneducated,Single,$120K +,Blue,44,6,3,2,26174,1864,24310,68%,4551,65,67%,7%
710516283,Existing Customer,50,M,1,High School,Single,$120K +,Blue,37,4,1,4,9758,1792,7966,63%,4134,60,77%,18%
715948833,Existing Customer,48,M,4,Graduate,Married,$120K +,Blue,39,4,2,4,24931,1353,23578,61%,5031,79,65%,5%
709339758,Existing Customer,43,M,3,Unknown,Single,$120K +,Blue,30,4,2,3,11926,1766,10160,88%,3778,84,75%,15%
718582158,Existing Customer,48,M,2,Unknown,Married,$120K +,Blue,35,3,3,4,10642,1715,8927,71%,4183,74,76%,16%
713056083,Existing Customer,52,M,2,High School,Single,$120K +,Blue,46,4,2,4,34516,0,34516,78%,4037,87,71%,0%
710733183,Existing Customer,46,M,3,Post-Graduate,Unknown,$120K +,Blue,36,6,1,2,1438.3,845,593.3,64%,3631,67,76%,59%
720616908,Existing Customer,54,M,1,Uneducated,Single,$120K +,Blue,36,5,1,2,34516,0,34516,45%,3918,67,109%,0%
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516,2297,32219,42%,1461,43,54%,7%
709335558,Existing Customer,49,M,3,Uneducated,Married,$120K +,Blue,37,6,3,3,7753,1643,6110,80%,3367,65,81%,21%
708506508,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,5,3,2,2884,1144,1740,78%,4887,90,70%,40%
720686583,Existing Customer,46,M,3,High School,Divorced,$120K +,Blue,37,5,3,4,6457,0,6457,53%,4487,73,43%,0%
712463883,Existing Customer,45,M,2,Unknown,Married,$120K +,Silver,38,4,2,3,34516,1406,33110,126%,3342,63,97%,4%
715354008,Existing Customer,43,M,3,Graduate,Unknown,$120K +,Blue,36,6,1,2,25937,0,25937,94%,3785,68,70%,0%
720660558,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,36,4,3,4,23911,2100,21811,99%,4770,89,71%,9%
721398858,Existing Customer,43,M,2,Unknown,Single,$120K +,Blue,34,5,3,4,33913,0,33913,90%,4160,76,90%,0%
715670058,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,38,5,2,4,34516,1662,32854,50%,3806,76,90%,5%
793543758,Existing Customer,47,M,2,Graduate,Single,$120K +,Blue,41,3,2,4,10614,784,9830,73%,4601,77,64%,7%
717708783,Existing Customer,57,M,2,Graduate,Single,$120K +,Silver,51,6,3,4,34516,1417,33099,97%,4303,77,64%,4%
712693908,Attrited Customer,43,M,3,Graduate,Married,$120K +,Blue,31,2,4,1,13883,783,13100,75%,1871,32,68%,6%
718072758,Existing Customer,51,M,2,Post-Graduate,Married,$120K +,Blue,45,5,2,1,3173,2517,656,71%,4030,73,62%,79%
718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841,2517,1324,84%,2680,51,55%,66%
709274583,Existing Customer,40,M,2,High School,Married,$120K +,Blue,27,5,3,1,12248,1323,10925,88%,4806,91,90%,11%
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516,0,34516,54%,1370,38,36%,0%
809538783,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,2,3,1438.3,1058,380.3,56%,4109,72,80%,74%
789059958,Existing Customer,42,M,4,High School,Married,$120K +,Gold,30,6,2,4,34516,1045,33471,85%,3574,75,92%,3%
770278833,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,37,3,1,3,20695,1250,19445,61%,3924,82,78%,6%
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516,1477,33039,32%,1868,40,21%,4%
711062958,Existing Customer,43,M,3,Graduate,Single,$120K +,Blue,23,5,2,2,4121,2084,2037,81%,3462,49,104%,51%
710445183,Existing Customer,44,M,5,Doctorate,Single,$120K +,Blue,31,5,1,2,7567,2496,5071,71%,4076,60,58%,33%
794217108,Existing Customer,43,M,2,College,Single,$120K +,Blue,37,6,3,1,14315,1348,12967,68%,3694,67,72%,9%
716758908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,27,4,2,3,34516,2213,32303,58%,4492,71,82%,6%
771819258,Existing Customer,52,M,1,Unknown,Married,$120K +,Blue,40,4,1,2,3614,0,3614,67%,4561,82,91%,0%
780199233,Existing Customer,33,M,2,Doctorate,Single,$120K +,Blue,23,5,1,1,14914,1102,13812,82%,4478,87,67%,7%
768661758,Existing Customer,53,M,0,Uneducated,Divorced,$120K +,Blue,47,5,2,1,26129,1752,24377,74%,4919,75,74%,7%
824140908,Attrited Customer,52,M,3,Uneducated,Single,$120K +,Blue,48,5,3,4,20974,0,20974,0%,1246,27,0%,0%
716471508,Existing Customer,54,M,2,Unknown,Single,$120K +,Blue,36,5,1,2,19865,0,19865,59%,4350,83,77%,0%
709585758,Existing Customer,41,M,4,High School,Single,$120K +,Blue,28,5,1,4,34516,0,34516,79%,4004,86,76%,0%
795266208,Existing Customer,39,M,3,College,Single,$120K +,Blue,30,4,2,1,8842,0,8842,62%,4493,79,76%,0%
